path,name,size
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_1.CSV.PGP,CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_1.CSV.PGP,7129577
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_1.CTL,CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_1.CTL,84
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_2.CSV.PGP,CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_2.CSV.PGP,2349953
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_2.CTL,CARDXLIS_DXCARDX_LIS_ACCOUNTINFO_D20231107_2.CTL,83
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATIONSTATUS_D20231107.CSV.PGP,CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATIONSTATUS_D20231107.CSV.PGP,11365
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATIONSTATUS_D20231107.CTL,CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATIONSTATUS_D20231107.CTL,93
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATION_D20231107.CSV.PGP,CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATION_D20231107.CSV.PGP,31463
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATION_D20231107.CTL,CARDXLIS_DXCARDX_LIS_ACCOUNTNEGOTIATION_D20231107.CTL,86
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_BANKRUPTINFO_D20231107.CSV.PGP,CARDXLIS_DXCARDX_LIS_BANKRUPTINFO_D20231107.CSV.PGP,1316
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_BANKRUPTINFO_D20231107.CTL,CARDXLIS_DXCARDX_LIS_BANKRUPTINFO_D20231107.CTL,78
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNTJUDGEMENT_D20231107.CSV.PGP,CARDXLIS_DXCARDX_LIS_CASEACCOUNTJUDGEMENT_D20231107.CSV.PGP,77267
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNTJUDGEMENT_D20231107.CTL,CARDXLIS_DXCARDX_LIS_CASEACCOUNTJUDGEMENT_D20231107.CTL,89
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_1.CSV.PGP,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_1.CSV.PGP,5071669
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_1.CTL,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_1.CTL,84
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_2.CSV.PGP,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_2.CSV.PGP,5039347
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_2.CTL,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_2.CTL,84
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_3.CSV.PGP,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_3.CSV.PGP,4745958
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_3.CTL,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_3.CTL,84
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_4.CSV.PGP,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_4.CSV.PGP,910095
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_4.CTL,CARDXLIS_DXCARDX_LIS_CASEACCOUNT_D20231107_4.CTL,83
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEINFOLITSTATUS_D20231107.CSV.PGP,CARDXLIS_DXCARDX_LIS_CASEINFOLITSTATUS_D20231107.CSV.PGP,71900
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEINFOLITSTATUS_D20231107.CTL,CARDXLIS_DXCARDX_LIS_CASEINFOLITSTATUS_D20231107.CTL,86
abfss://inbnd@dxseaadls002prd.dfs.core.windows.net/CARDX/LIS/CARDXLIS_DXCARDX_LIS_CASEINFO_D20231107.CSV.PGP,CARDXLIS_DXCARDX_LIS_CASEINFO_D20231107.CSV.PGP,1684653
